Sub_Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Pulmonology or Respiratory Medicine Department,Bronchial Asthma,I have fatigue,I have cough,I have high_fever,I have breathlessness,I have family_history,I have mucoid_sputum,I don't have oily skin,I don’t have red scaly patch,I don't have high blood pressure,I don't have pale stool,I don't have regurgitation,I don't have poor appetite,I don't have dehydration,I don't have oral thrush,I don't have bluish lips,I don't have spotting,I don't have enlarged pores
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
Cardiology Department,hypertension,I have headache,I have chest_pain,I have dizziness,I have loss_of_balance,I have lack_of_concentration,I don't have itchy nose,I don't have changes in voice,I don't have difficulty walking,I don't have muscle aches,I don't have sunken eyes,I don't have rash,I don't have nausea,I don’t have short of breath,I don't have memory problems,I don't have weight loss,I don't have fractures,I don't have skin dimpling
